pesel,exam_type,score,attempt_number,exam_date,city
69514575600,PRACTICE,54.15,1,2016-03-07,Elblag
69514575600,PRACTICE,55.099999999999994,2,2016-03-07,Krakow - Nowohucka
69514575600,PRACTICE,87.39999999999999,3,2016-03-07,Piotrkow Trybunalski
84192973800,PRACTICE,74.1,1,2016-03-07,Olawa
84192973800,PRACTICE,87.39999999999999,2,2016-03-07,Kedzierzyn Kozle
79331922600,PRACTICE,96,1,2016-03-10,Warszawa - Radarowa
87942603200,PRACTICE,86,1,2016-03-10,Zwolen
50347538000,PRACTICE,89.3,1,2016-03-04,Swidnica
11407158700,PRACTICE,66.5,1,2016-03-07,Boleslawiec
11407158700,PRACTICE,53.199999999999996,2,2016-03-07,Kielce
11407158700,PRACTICE,52.25,3,2016-03-07,Olsztyn
11407158700,PRACTICE,57.0,4,2016-03-07,Barlinek
11407158700,PRACTICE,60.8,5,2016-03-07,Dabrowa Gornicza
11407158700,PRACTICE,69.35,6,2016-03-07,Warszawa - Odlewnicza
11407158700,PRACTICE,79.8,7,2016-03-07,Warszawa - Radarowa
61321404000,PRACTICE,89.3,1,2016-03-04,Bielsk Podlaski
03403998100,PRACTICE,82,1,2016-03-11,Rzeszow
45721081000,PRACTICE,80,1,2016-03-11,Walbrzych
45754774000,PRACTICE,57.949999999999996,1,2016-03-07,Warszawa - Bemowo
45754774000,PRACTICE,78.85,2,2016-03-07,Olesnica
61339804200,PRACTICE,89.3,1,2016-03-04,Warszawa - Odlewnicza
83235586200,PRACTICE,88,1,2016-03-11,Krasnik
63003805500,PRACTICE,56.05,1,2016-03-04,Walbrzych
63003805500,PRACTICE,71.25,2,2016-03-04,Walbrzych
63003805500,PRACTICE,70.3,3,2016-03-04,Warszawa - Radarowa
63003805500,PRACTICE,62.699999999999996,4,2016-03-04,Sieradz
63003805500,PRACTICE,71.25,5,2016-03-04,Zamosc
63003805500,PRACTICE,70.3,6,2016-03-04,Barlinek
63003805500,PRACTICE,57.949999999999996,7,2016-03-04,Bielsko Biala
63003805500,PRACTICE,56.05,8,2016-03-04,Tarnogrzeg
63003805500,PRACTICE,75.05,9,2016-03-04,Bydgoszcz
85704314700,PRACTICE,95,1,2016-03-10,Wroclaw
11906275200,PRACTICE,75,1,2016-03-10,Radom - Radomskiego
40569691500,PRACTICE,73.14999999999999,1,2016-03-04,Bielsk Podlaski
40569691500,PRACTICE,48.449999999999996,2,2016-03-04,Krakow - Nowohucka
40569691500,PRACTICE,60.8,3,2016-03-04,Glogow
40569691500,PRACTICE,75.05,4,2016-03-04,Warszawa - Odlewnicza
23869442600,PRACTICE,100,1,2016-03-11,Rzeszow
08746628200,PRACTICE,65.55,1,2016-03-04,Legnica
08746628200,PRACTICE,84.55,2,2016-03-04,Pila
17688463800,PRACTICE,90.25,1,2016-03-04,Plock
41955107300,PRACTICE,76.95,1,2016-03-07,Kalisz
04173464000,PRACTICE,50,1,2016-03-10,Warszawa - Radarowa
04173464000,PRACTICE,97,2,2016-03-10,Piotrkow Trybunalski
17237024100,PRACTICE,90.25,1,2016-03-07,Inowroclaw
35570481800,PRACTICE,76,1,2016-03-10,Lukow
40533034100,PRACTICE,91.19999999999999,1,2016-03-04,Bielsko Biala
13954364000,PRACTICE,57.949999999999996,1,2016-03-07,Wloclawek
13954364000,PRACTICE,85.5,2,2016-03-07,Luban
20211267300,PRACTICE,85.5,1,2016-03-04,Elblag
25335549300,PRACTICE,86,1,2016-03-10,Lukow
87587263800,PRACTICE,67,1,2016-03-11,Konin
87587263800,PRACTICE,63,2,2016-03-11,Nowy Sacz
87587263800,PRACTICE,68,3,2016-03-11,Koszalin
87587263800,PRACTICE,78,4,2016-03-11,Klodzko
82375812300,PRACTICE,75.05,1,2016-03-07,Wloclawek
46337231400,PRACTICE,64.6,1,2016-03-04,Bielsko Biala
46337231400,PRACTICE,66.5,2,2016-03-04,Oswiecim
46337231400,PRACTICE,72.2,3,2016-03-04,Torun
46337231400,PRACTICE,86.45,4,2016-03-04,Sochaczew
46194438500,PRACTICE,87,1,2016-03-11,Tychy
66072874400,PRACTICE,93.1,1,2016-03-07,Lodz - Maratonska
11872920200,PRACTICE,47.5,1,2016-03-07,Poznan
11872920200,PRACTICE,54.15,2,2016-03-07,Legnica
11872920200,PRACTICE,60.8,3,2016-03-07,Kedzierzyn Kozle
11872920200,PRACTICE,76.0,4,2016-03-07,Warszawa - Radarowa
18446476100,PRACTICE,56,1,2016-03-11,Lubin
18446476100,PRACTICE,77,2,2016-03-11,Szczecinek
48296894800,PRACTICE,76.0,1,2016-03-04,Olawa
20255709300,PRACTICE,76.0,1,2016-03-04,Bydgoszcz
75180313900,PRACTICE,70.3,1,2016-03-07,Klodzko
75180313900,PRACTICE,89.3,2,2016-03-07,Zwolen
65960168400,PRACTICE,52.25,1,2016-03-07,Przemysl
65960168400,PRACTICE,62.699999999999996,2,2016-03-07,Krakow - Balicka
65960168400,PRACTICE,66.5,3,2016-03-07,Krakow - Nowohucka
65960168400,PRACTICE,82.64999999999999,4,2016-03-07,Olawa
02426722500,PRACTICE,83,1,2016-03-10,Glogow
17548144900,PRACTICE,98,1,2016-03-11,Bialystok
33224444400,PRACTICE,90,1,2016-03-11,Warszawa - Bemowo
89331824400,PRACTICE,100,1,2016-03-11,Lubin
69613915400,PRACTICE,81.7,1,2016-03-07,Dabrowa Gornicza
85345110200,PRACTICE,70.3,1,2016-03-07,Gorzow Wielkopolski
85345110200,PRACTICE,65.55,2,2016-03-07,Skierniewice
85345110200,PRACTICE,93.1,3,2016-03-07,Krakow - Balicka
66709655900,PRACTICE,98,1,2016-03-11,Krosno
19169011300,PRACTICE,50.349999999999994,1,2016-03-04,Wloclawek
19169011300,PRACTICE,59.849999999999994,2,2016-03-04,Glogow
19169011300,PRACTICE,69.35,3,2016-03-04,Boleslawiec
19169011300,PRACTICE,67.45,4,2016-03-04,Inowroclaw
19169011300,PRACTICE,53.199999999999996,5,2016-03-04,Swidnica
19169011300,PRACTICE,84.55,6,2016-03-04,Warszawa - Bemowo
16714803800,PRACTICE,96,1,2016-03-11,Biala Podlaska
22066815300,PRACTICE,98,1,2016-03-10,Sieradz
15971436500,PRACTICE,55.099999999999994,1,2016-03-07,Zamosc
15971436500,PRACTICE,62.699999999999996,2,2016-03-07,Gdynia
15971436500,PRACTICE,94.05,3,2016-03-07,Warszawa - Odlewnicza
20087223700,PRACTICE,71,1,2016-03-10,Suwalki
20087223700,PRACTICE,100,2,2016-03-10,Sieradz
58291748900,PRACTICE,61,1,2016-03-11,Bielsk Podlaski
58291748900,PRACTICE,99,2,2016-03-11,Kalisz
75649158100,PRACTICE,54,1,2016-03-11,Rybnik
75649158100,PRACTICE,63,2,2016-03-11,Bielsk Podlaski
75649158100,PRACTICE,66,3,2016-03-11,Nowy Targ
75649158100,PRACTICE,69,4,2016-03-11,Pila
75649158100,PRACTICE,97,5,2016-03-11,Koszalin
29737454300,PRACTICE,49.4,1,2016-03-04,Jelenia Gora
29737454300,PRACTICE,83.6,2,2016-03-04,Bielsko Biala
67952681800,PRACTICE,52.25,1,2016-03-04,Lomza
67952681800,PRACTICE,61.75,2,2016-03-04,Gdansk
67952681800,PRACTICE,76.0,3,2016-03-04,Chelm
22369133400,PRACTICE,76,1,2016-03-11,Inowroclaw
81124503000,PRACTICE,57.0,1,2016-03-07,Nowy Sacz
81124503000,PRACTICE,74.1,2,2016-03-07,Garwolin
81124503000,PRACTICE,80.75,3,2016-03-07,Lublin
74285259300,PRACTICE,50,1,2016-03-10,Wroclaw
74285259300,PRACTICE,56,2,2016-03-10,Tarnogrzeg
74285259300,PRACTICE,95,3,2016-03-10,Lubin
49071228900,PRACTICE,90.25,1,2016-03-07,Skierniewice
71401720300,PRACTICE,83.6,1,2016-03-07,Kozienice
52289443600,PRACTICE,50,1,2016-03-10,Jelenia Gora
52289443600,PRACTICE,62,2,2016-03-10,Skierniewice
52289443600,PRACTICE,65,3,2016-03-10,Szczecinek
52289443600,PRACTICE,56,4,2016-03-10,Olawa
52289443600,PRACTICE,53,5,2016-03-10,Warszawa - Bemowo
52289443600,PRACTICE,87,6,2016-03-10,Tarnow
23785666200,PRACTICE,72,1,2016-03-11,Zwolen
23785666200,PRACTICE,87,2,2016-03-11,Olesnica
05214212400,PRACTICE,78,1,2016-03-10,Grudziadz
67480848900,PRACTICE,93,1,2016-03-11,Nysa
35627214800,PRACTICE,97,1,2016-03-10,Skierniewice
22983287300,PRACTICE,64.6,1,2016-03-04,Ostrowiec Swietokrzyski
22983287300,PRACTICE,84.55,2,2016-03-04,Krosno
27064574400,PRACTICE,68,1,2016-03-10,Olsztyn
27064574400,PRACTICE,97,2,2016-03-10,Wloclawek
83464334000,PRACTICE,59.849999999999994,1,2016-03-07,Zamosc
83464334000,PRACTICE,88.35,2,2016-03-07,Krasnik
06840055100,PRACTICE,92,1,2016-03-10,Przemysl
20340446100,PRACTICE,58.9,1,2016-03-04,Konin
20340446100,PRACTICE,77.89999999999999,2,2016-03-04,Radom
77428069900,PRACTICE,75.05,1,2016-03-04,Pulawy
44530588600,PRACTICE,63,1,2016-03-11,Bielsk Podlaski
44530588600,PRACTICE,79,2,2016-03-11,Bytom
78248989100,PRACTICE,70,1,2016-03-10,Zielona Gora
78248989100,PRACTICE,73,2,2016-03-10,Krasnik
78248989100,PRACTICE,58,3,2016-03-10,Gdansk
78248989100,PRACTICE,85,4,2016-03-10,Gdansk
33994930500,PRACTICE,55,1,2016-03-10,Kielce
33994930500,PRACTICE,58,2,2016-03-10,Piotrkow Trybunalski
33994930500,PRACTICE,58,3,2016-03-10,Olesnica
33994930500,PRACTICE,75,4,2016-03-10,Barlinek
65055746400,PRACTICE,58,1,2016-03-11,Krakow - Balicka
65055746400,PRACTICE,91,2,2016-03-11,Lodz - Maratonska
69855764100,PRACTICE,57,1,2016-03-10,Krasnik
69855764100,PRACTICE,91,2,2016-03-10,Olawa
05812857100,PRACTICE,50,1,2016-03-10,Milicz
05812857100,PRACTICE,89,2,2016-03-10,Tychy
36628383500,PRACTICE,61,1,2016-03-11,Kielce
36628383500,PRACTICE,63,2,2016-03-11,Sochaczew
36628383500,PRACTICE,98,3,2016-03-11,Radom
52854388000,PRACTICE,89,1,2016-03-11,Jastrzebie Zdroj
53699492600,PRACTICE,66,1,2016-03-11,Kalisz
53699492600,PRACTICE,80,2,2016-03-11,Grojec
57014842600,PRACTICE,78,1,2016-03-11,Zwolen
63098258100,PRACTICE,79.8,1,2016-03-07,Szczecin
85667505800,PRACTICE,50.349999999999994,1,2016-03-07,Szczecinek
85667505800,PRACTICE,68.39999999999999,2,2016-03-07,Luban
85667505800,PRACTICE,83.6,3,2016-03-07,Nysa
13982859200,PRACTICE,82.64999999999999,1,2016-03-04,Gdansk
85214101500,PRACTICE,59,1,2016-03-10,Bilgoraj
85214101500,PRACTICE,76,2,2016-03-10,Legnica
45889736500,PRACTICE,72.2,1,2016-03-07,Barlinek
45889736500,PRACTICE,62.699999999999996,2,2016-03-07,Warszawa - Odlewnicza
45889736500,PRACTICE,89.3,3,2016-03-07,Kedzierzyn Kozle
29862762600,PRACTICE,92.14999999999999,1,2016-03-04,Krakow - Balicka
13461403800,PRACTICE,64,1,2016-03-10,Wroclaw
13461403800,PRACTICE,65,2,2016-03-10,Milicz
13461403800,PRACTICE,78,3,2016-03-10,Zamosc
57162130000,PRACTICE,91,1,2016-03-10,Grudziadz
78821965000,PRACTICE,54.15,1,2016-03-04,Ostroleka
78821965000,PRACTICE,93.1,2,2016-03-04,Chelm
73548739500,PRACTICE,99,1,2016-03-10,Kedzierzyn Kozle
12776566200,PRACTICE,76.95,1,2016-03-07,Krosno
39156938400,PRACTICE,66.5,1,2016-03-07,Rzeszow
39156938400,PRACTICE,47.5,2,2016-03-07,Mlawa
39156938400,PRACTICE,88.35,3,2016-03-07,Bialystok
32402587400,PRACTICE,82,1,2016-03-11,Oswiecim
46234372600,PRACTICE,86.45,1,2016-03-04,Lukow
59974094500,PRACTICE,78.85,1,2016-03-04,Ostrowiec Swietokrzyski
82180801800,PRACTICE,57,1,2016-03-11,Lubin
82180801800,PRACTICE,83,2,2016-03-11,Tarnogrzeg
19931618400,PRACTICE,75.05,1,2016-03-04,Rybnik
44636480800,PRACTICE,62.699999999999996,1,2016-03-07,Kielce
44636480800,PRACTICE,65.55,2,2016-03-07,Zamosc
44636480800,PRACTICE,81.7,3,2016-03-07,Opole
86088490100,PRACTICE,71,1,2016-03-10,Opole
86088490100,PRACTICE,81,2,2016-03-10,Gdansk
60625485200,PRACTICE,65,1,2016-03-11,Torun
60625485200,PRACTICE,93,2,2016-03-11,Suwalki
35430939900,PRACTICE,91.19999999999999,1,2016-03-07,Piotrkow Trybunalski
13854705100,PRACTICE,61.75,1,2016-03-04,Bielsk Podlaski
13854705100,PRACTICE,57.949999999999996,2,2016-03-04,Kamienna Gora
13854705100,PRACTICE,72.2,3,2016-03-04,Kielce
13854705100,PRACTICE,78.85,4,2016-03-04,Olesnica
84283136000,PRACTICE,58,1,2016-03-10,Bydgoszcz
84283136000,PRACTICE,59,2,2016-03-10,Grojec
84283136000,PRACTICE,82,3,2016-03-10,Bielsko Biala
59458575900,PRACTICE,85,1,2016-03-11,Bielsko Biala
67566153400,PRACTICE,65,1,2016-03-11,Lukow
67566153400,PRACTICE,79,2,2016-03-11,Lukow
38741229800,PRACTICE,60,1,2016-03-11,Koszalin
38741229800,PRACTICE,98,2,2016-03-11,Warszawa - Bemowo
32697234700,PRACTICE,79,1,2016-03-10,Ciechanow
31827362900,PRACTICE,58,1,2016-03-11,Olsztyn
31827362900,PRACTICE,56,2,2016-03-11,Olawa
31827362900,PRACTICE,94,3,2016-03-11,Ostrowiec Swietokrzyski
05749182300,PRACTICE,61,1,2016-03-11,Dabrowa Gornicza
05749182300,PRACTICE,100,2,2016-03-11,Sochaczew
53473893500,PRACTICE,86,1,2016-03-10,Radom - Radomskiego
87876726200,PRACTICE,89,1,2016-03-10,Suwalki
83861884300,PRACTICE,97,1,2016-03-11,Kedzierzyn Kozle
21015587100,PRACTICE,78,1,2016-03-11,Milicz
67112458400,PRACTICE,59,1,2016-03-10,Ostroleka
67112458400,PRACTICE,84,2,2016-03-10,Nowy Sacz
74890416000,PRACTICE,74,1,2016-04-11,Mlawa
74890416000,PRACTICE,96,2,2016-04-11,Jastrzebie Zdroj
34128957100,PRACTICE,97,1,2016-04-11,Tarnogrzeg
76532524500,PRACTICE,68,1,2016-04-08,Gorzow Wielkopolski
76532524500,PRACTICE,59,2,2016-04-08,Kalisz
76532524500,PRACTICE,63,3,2016-04-08,Sochaczew
76532524500,PRACTICE,89,4,2016-04-08,Oswiecim
55492355500,PRACTICE,95.0,1,2016-04-04,Bytom
08008523200,PRACTICE,56,1,2016-04-11,Glogow
08008523200,PRACTICE,69,2,2016-04-11,Kozienice
08008523200,PRACTICE,97,3,2016-04-11,Torun
60142489000,PRACTICE,55.099999999999994,1,2016-04-04,Gorzow Wielkopolski
60142489000,PRACTICE,77.89999999999999,2,2016-04-04,Ostrowiec Swietokrzyski
52140414800,PRACTICE,81.7,1,2016-04-04,Krakow - Nowohucka
27627582100,PRACTICE,90,1,2016-04-11,Garwolin
54546988000,PRACTICE,61.75,1,2016-04-05,Radom
54546988000,PRACTICE,75.05,2,2016-04-05,Warszawa - Bemowo
44660709000,PRACTICE,77,1,2016-04-08,Klodzko
25796822700,PRACTICE,56,1,2016-04-11,Tychy
25796822700,PRACTICE,75,2,2016-04-11,Legnica
23544312100,PRACTICE,51,1,2016-04-11,Boleslawiec
23544312100,PRACTICE,92,2,2016-04-11,Mlawa
47554007900,PRACTICE,67.45,1,2016-04-04,Chelm
47554007900,PRACTICE,93.1,2,2016-04-04,Poznan
32484558600,PRACTICE,74.1,1,2016-04-04,Lubin
32484558600,PRACTICE,76.95,2,2016-04-04,Wloclawek
20520836100,PRACTICE,90,1,2016-04-11,Grojec
06366481000,PRACTICE,85.5,1,2016-04-04,Bielsko Biala
28235829300,PRACTICE,60.8,1,2016-04-05,Piotrkow Trybunalski
28235829300,PRACTICE,85.5,2,2016-04-05,Piotrkow Trybunalski
12435335700,PRACTICE,62.699999999999996,1,2016-04-04,Tarnogrzeg
12435335700,PRACTICE,84.55,2,2016-04-04,Szczecinek
11951148500,PRACTICE,63,1,2016-04-08,Bielsko Biala
11951148500,PRACTICE,76,2,2016-04-08,Sochaczew
78823587200,PRACTICE,49.4,1,2016-04-05,Rzeszow
78823587200,PRACTICE,67.45,2,2016-04-05,Olsztyn
78823587200,PRACTICE,54.15,3,2016-04-05,Lubin
78823587200,PRACTICE,86.45,4,2016-04-05,Warszawa - Bemowo
17323785500,PRACTICE,52,1,2016-04-11,Nysa
17323785500,PRACTICE,73,2,2016-04-11,Glogow
17323785500,PRACTICE,69,3,2016-04-11,Mlawa
17323785500,PRACTICE,86,4,2016-04-11,Bilgoraj
07401138000,PRACTICE,47.5,1,2016-04-04,Szczecinek
07401138000,PRACTICE,77.89999999999999,2,2016-04-04,Sieradz
16091965500,PRACTICE,96,1,2016-04-11,Mlawa
01677216100,PRACTICE,73,1,2016-04-08,Szczecinek
01677216100,PRACTICE,53,2,2016-04-08,Lublin
01677216100,PRACTICE,82,3,2016-04-08,Kedzierzyn Kozle
05851539000,PRACTICE,57.949999999999996,1,2016-04-04,Sieradz
05851539000,PRACTICE,71.25,2,2016-04-04,Radom
05851539000,PRACTICE,57.949999999999996,3,2016-04-04,Ostrowiec Swietokrzyski
05851539000,PRACTICE,83.6,4,2016-04-04,Kozienice
53256071500,PRACTICE,84.55,1,2016-04-05,Klodzko
11489953700,PRACTICE,61,1,2016-04-11,Poznan
11489953700,PRACTICE,59,2,2016-04-11,Szczecinek
11489953700,PRACTICE,94,3,2016-04-11,Opole
60295545000,PRACTICE,57.949999999999996,1,2016-04-05,Olsztyn
60295545000,PRACTICE,58.9,2,2016-04-05,Kamienna Gora
60295545000,PRACTICE,66.5,3,2016-04-05,Ostrowiec Swietokrzyski
60295545000,PRACTICE,80.75,4,2016-04-05,Bilgoraj
35553619100,PRACTICE,63.65,1,2016-04-04,Bydgoszcz
35553619100,PRACTICE,76.95,2,2016-04-04,Szczecinek
52862683300,PRACTICE,84.55,1,2016-04-05,Wroclaw
83625941900,PRACTICE,60.8,1,2016-04-05,Warszawa - Bemowo
83625941900,PRACTICE,70.3,2,2016-04-05,Radom
83625941900,PRACTICE,92.14999999999999,3,2016-04-05,Boleslawiec
10442526100,PRACTICE,78,1,2016-04-08,Tychy
05369248200,PRACTICE,65.55,1,2016-04-04,Oswiecim
05369248200,PRACTICE,76.95,2,2016-04-04,Bielsko Biala
88198278200,PRACTICE,76.95,1,2016-04-05,Radom - Radomskiego
06937537500,PRACTICE,58,1,2016-04-08,Sieradz
06937537500,PRACTICE,57,2,2016-04-08,Mlawa
06937537500,PRACTICE,84,3,2016-04-08,Szczecinek
67384565700,PRACTICE,52,1,2016-04-11,Biala Podlaska
67384565700,PRACTICE,94,2,2016-04-11,Sieradz
57294456400,PRACTICE,96,1,2016-04-11,Bydgoszcz
08784308400,PRACTICE,86.45,1,2016-04-04,Koszalin
51171293600,PRACTICE,69,1,2016-04-11,Kalisz
51171293600,PRACTICE,77,2,2016-04-11,Luban
52705083700,PRACTICE,95.0,1,2016-04-05,Slupsk
52809543500,PRACTICE,100,1,2016-04-08,Dabrowa Gornicza
71431902800,PRACTICE,66.5,1,2016-04-04,Pila
71431902800,PRACTICE,92.14999999999999,2,2016-04-04,Zamosc
54374010000,PRACTICE,80,1,2016-04-08,Pulawy
60751040500,PRACTICE,48.449999999999996,1,2016-04-05,Grojec
60751040500,PRACTICE,95.0,2,2016-04-05,Przemysl
81796499500,PRACTICE,60,1,2016-04-11,Kalisz
81796499500,PRACTICE,92,2,2016-04-11,Radom - Radomskiego
44810987900,PRACTICE,77.89999999999999,1,2016-04-04,Skierniewice
34909522400,PRACTICE,73,1,2016-04-11,Olesnica
34909522400,PRACTICE,62,2,2016-04-11,Leszno
34909522400,PRACTICE,91,3,2016-04-11,Rzeszow
61191419600,PRACTICE,71.25,1,2016-04-05,Olsztyn
61191419600,PRACTICE,50.349999999999994,2,2016-04-05,Sieradz
61191419600,PRACTICE,78.85,3,2016-04-05,Pulawy
39498765300,PRACTICE,68,1,2016-04-11,Milicz
39498765300,PRACTICE,95,2,2016-04-11,Bielsk Podlaski
65723392300,PRACTICE,71,1,2016-04-08,Tychy
65723392300,PRACTICE,52,2,2016-04-08,Radom - Radomskiego
65723392300,PRACTICE,72,3,2016-04-08,Wloclawek
65723392300,PRACTICE,63,4,2016-04-08,Garwolin
65723392300,PRACTICE,95,5,2016-04-08,Siedlce
24345189500,PRACTICE,66.5,1,2016-04-04,Lubin
24345189500,PRACTICE,74.1,2,2016-04-04,Zamosc
24345189500,PRACTICE,62.699999999999996,3,2016-04-04,Slupsk
24345189500,PRACTICE,86.45,4,2016-04-04,Ciechanow
51310891700,PRACTICE,65,1,2016-04-08,Plock
51310891700,PRACTICE,99,2,2016-04-08,Kamienna Gora
26709884400,PRACTICE,68.39999999999999,1,2016-04-04,Tychy
26709884400,PRACTICE,52.25,2,2016-04-04,Grojec
26709884400,PRACTICE,73.14999999999999,3,2016-04-04,Elblag
26709884400,PRACTICE,79.8,4,2016-04-04,Oswiecim
38547198800,PRACTICE,80,1,2016-04-08,Szczecinek
31485894200,PRACTICE,84.55,1,2016-04-04,Lubin
04199685500,PRACTICE,95.0,1,2016-04-04,Siedlce
35637174400,PRACTICE,92.14999999999999,1,2016-04-05,Gdansk
17768684500,PRACTICE,60.8,1,2016-04-04,Boleslawiec
17768684500,PRACTICE,53.199999999999996,2,2016-04-04,Krasnik
17768684500,PRACTICE,70.3,3,2016-04-04,Siedlce
17768684500,PRACTICE,57.949999999999996,4,2016-04-04,Luban
17768684500,PRACTICE,78.85,5,2016-04-04,Olesnica
23665413600,PRACTICE,77,1,2016-04-11,Kozienice
77853502400,PRACTICE,53.199999999999996,1,2016-04-04,Lukow
77853502400,PRACTICE,78.85,2,2016-04-04,Bialystok
55464704300,PRACTICE,93,1,2016-04-11,Grojec
32515342100,PRACTICE,90,1,2016-04-11,Oswiecim
84716303700,PRACTICE,63,1,2016-04-08,Pila
84716303700,PRACTICE,97,2,2016-04-08,Swidnica
02457904000,PRACTICE,86,1,2016-04-11,Bytom
79466946300,PRACTICE,75,1,2016-04-11,Olawa
63175255000,PRACTICE,97,1,2016-04-08,Poznan
40536383500,PRACTICE,84,1,2016-04-11,Pila
08581030200,PRACTICE,63,1,2016-04-11,Lodz - Smutna
08581030200,PRACTICE,59,2,2016-04-11,Biala Podlaska
08581030200,PRACTICE,61,3,2016-04-11,Kozienice
08581030200,PRACTICE,80,4,2016-04-11,Grudziadz
26221680900,PRACTICE,86,1,2016-04-11,Tychy
54023738700,PRACTICE,78.85,1,2016-04-05,Szczecin
26461305400,PRACTICE,82.64999999999999,1,2016-04-05,Krasnik
65123045800,PRACTICE,61,1,2016-04-11,Grudziadz
65123045800,PRACTICE,74,2,2016-04-11,Katowice
65123045800,PRACTICE,62,3,2016-04-11,Warszawa - Odlewnicza
65123045800,PRACTICE,90,4,2016-04-11,Walbrzych
18580302000,PRACTICE,68.39999999999999,1,2016-04-05,Krasnik
18580302000,PRACTICE,77.89999999999999,2,2016-04-05,Legnica
23206871800,PRACTICE,74,1,2016-04-11,Kielce
23206871800,PRACTICE,81,2,2016-04-11,Kamienna Gora
11318880700,PRACTICE,89.3,1,2016-04-05,Katowice
68881560200,PRACTICE,81,1,2016-04-11,Zielona Gora
35274504800,PRACTICE,93,1,2016-04-08,Tarnogrzeg
74870861500,PRACTICE,61.75,1,2016-04-05,Zwolen
74870861500,PRACTICE,85.5,2,2016-04-05,Kamienna Gora
30268174400,PRACTICE,98,1,2016-04-11,Radom - Radomskiego
88881482300,PRACTICE,76.95,1,2016-04-05,Konin
29997075800,PRACTICE,77.89999999999999,1,2016-04-04,Kozienice
14634509000,PRACTICE,55,1,2016-04-08,Wroclaw
14634509000,PRACTICE,63,2,2016-04-08,Suwalki
14634509000,PRACTICE,94,3,2016-04-08,Krakow - Balicka
44012842500,PRACTICE,70.3,1,2016-04-05,Swidnica
44012842500,PRACTICE,90.25,2,2016-04-05,Bilgoraj
84726776900,PRACTICE,47.5,1,2016-04-04,Zamosc
84726776900,PRACTICE,57.0,2,2016-04-04,Jastrzebie Zdroj
84726776900,PRACTICE,59.849999999999994,3,2016-04-04,Chelm
84726776900,PRACTICE,78.85,4,2016-04-04,Lodz - Smutna
03029764100,PRACTICE,57,1,2016-04-11,Torun
03029764100,PRACTICE,66,2,2016-04-11,Grojec
03029764100,PRACTICE,69,3,2016-04-11,Ostrowiec Swietokrzyski
03029764100,PRACTICE,70,4,2016-04-11,Szczecin
03029764100,PRACTICE,64,5,2016-04-11,Bilgoraj
03029764100,PRACTICE,94,6,2016-04-11,Swidnica
79493750600,PRACTICE,49.4,1,2016-04-04,Czestochowa
79493750600,PRACTICE,55.099999999999994,2,2016-04-04,Katowice
79493750600,PRACTICE,55.099999999999994,3,2016-04-04,Szczecinek
79493750600,PRACTICE,83.6,4,2016-04-04,Klodzko
80704085700,PRACTICE,58.9,1,2016-04-04,Zwolen
80704085700,PRACTICE,75.05,2,2016-04-04,Krosno
48258726600,PRACTICE,60,1,2016-04-11,Lodz - Maratonska
48258726600,PRACTICE,99,2,2016-04-11,Katowice
14660529700,PRACTICE,83.6,1,2016-04-05,Grojec
82494601400,PRACTICE,57,1,2016-04-08,Skierniewice
82494601400,PRACTICE,76,2,2016-04-08,Warszawa - Bemowo
01623867600,PRACTICE,55.099999999999994,1,2016-04-04,Grojec
01623867600,PRACTICE,87.39999999999999,2,2016-04-04,Jelenia Gora
27254905300,PRACTICE,84.55,1,2016-04-05,Dabrowa Gornicza
53954754100,PRACTICE,75.05,1,2016-04-04,Lomza
25256347800,PRACTICE,90,1,2016-04-11,Siedlce
07735297900,PRACTICE,66.5,1,2016-04-05,Grudziadz
07735297900,PRACTICE,91.19999999999999,2,2016-04-05,Sochaczew
40268775000,PRACTICE,60,1,2016-04-11,Grudziadz
40268775000,PRACTICE,68,2,2016-04-11,Szczecin
40268775000,PRACTICE,79,3,2016-04-11,Radom - Radomskiego
12522445800,PRACTICE,58,1,2016-04-08,Grudziadz
12522445800,PRACTICE,81,2,2016-04-08,Oswiecim
68073351800,PRACTICE,47.5,1,2016-04-05,Inowroclaw
68073351800,PRACTICE,79.8,2,2016-04-05,Klodzko
76317947200,PRACTICE,93.1,1,2016-04-05,Wroclaw
60933411800,PRACTICE,95.0,1,2016-04-04,Kamienna Gora
49459381900,PRACTICE,58.9,1,2016-04-05,Kielce
49459381900,PRACTICE,53.199999999999996,2,2016-04-05,Kozienice
49459381900,PRACTICE,47.5,3,2016-04-05,Bytom
49459381900,PRACTICE,54.15,4,2016-04-05,Garwolin
49459381900,PRACTICE,49.4,5,2016-04-05,Gorzow Wielkopolski
49459381900,PRACTICE,75.05,6,2016-04-05,Czestochowa
76906529700,PRACTICE,64.6,1,2016-04-04,Zielona Gora
76906529700,PRACTICE,59.849999999999994,2,2016-04-04,Szczecinek
76906529700,PRACTICE,50.349999999999994,3,2016-04-04,Lodz - Maratonska
76906529700,PRACTICE,51.3,4,2016-04-04,Ostroleka
76906529700,PRACTICE,54.15,5,2016-04-04,Nowy Targ
76906529700,PRACTICE,61.75,6,2016-04-04,Barlinek
76906529700,PRACTICE,59.849999999999994,7,2016-04-04,Bilgoraj
76906529700,PRACTICE,76.95,8,2016-04-04,Zielona Gora
58875650600,PRACTICE,72.2,1,2016-04-05,Kamienna Gora
58875650600,PRACTICE,57.0,2,2016-04-05,Jastrzebie Zdroj
58875650600,PRACTICE,52.25,3,2016-04-05,Zamosc
