pesel,lecturer_rating,instructor_rating,course_rating
34485154900,9,5,6
28660505100,6,7,4
36668275200,6,6,6
43598151800,9,6,6
06918042000,6,4,8
42314283100,3,0,2
14266194900,8,6,2
32346577100,8,5,6
39214398200,6,9,6
73401658600,7,8,5
17020319800,7,5,7
86258440300,6,6,7
54818443900,5,7,3
63751327000,7,2,7
88109279800,3,6,5
87926066300,7,1,6
63710305700,8,5,6
83702123000,6,5,3
87527990700,6,6,6
65871409300,6,7,6
01584820300,4,5,9
73837616000,7,3,5
75786214200,3,9,9
07285685600,3,4,5
12996069700,7,9,1
72074928300,3,6,5
71664347900,1,9,5
83704832700,5,6,8
54393661000,8,7,1
73867990600,0,6,3
40044359200,8,5,7
19986293600,6,6,8
71886959300,7,7,6
10699389600,7,6,5
42926166500,5,6,6
68129457600,8,8,1
06220565800,6,9,8
04218738700,5,5,9
59235086700,5,9,2
37846529500,7,6,6
69855764100,0,5,6
53355550000,8,6,5
20736628300,6,3,4
62083055500,6,8,8
44964903100,5,7,6
83454757800,7,9,6
64132698500,2,1,5
65466391700,5,6,6
68218843900,2,6,3
79842677200,5,9,7
64615208300,1,9,5
17958472300,5,5,6
56121553200,6,6,5
24511038400,7,6,5
77558437500,7,6,6
74511000900,9,6,7
71430841600,5,5,7
08316453100,3,9,5
15712473600,5,1,8
51789193600,9,5,4
75102884200,6,7,6
51916291500,9,5,4
58257124100,6,9,3
18242999600,8,7,5
44735016500,1,8,6
70187696100,5,7,6
32216283200,3,6,7
72375444500,6,4,5
68840258600,5,6,4
26024066500,7,7,4
72735652000,6,6,5
83106605200,5,5,2
15276008100,9,3,6
22285976400,5,6,4
67793306800,6,2,3
21929782800,3,6,2
89033264500,6,6,6
22152493400,9,7,6
81086772900,4,6,4
64626676300,5,8,2
89707473000,6,6,3
73985026200,4,8,6
08630135300,5,6,1
26560730300,1,7,3
63459201500,5,6,4
33614533700,8,5,9
69718741400,5,5,9
06651533000,3,5,8
02610145000,7,1,6
20169170000,9,5,4
58404968500,5,9,6
36857619900,1,2,6
22712263200,2,6,5
65711632600,6,7,5
16946399400,1,8,7
82178560500,2,5,6
61127724700,5,4,5
44056098800,6,7,5
49496049100,7,6,7
64573522000,3,6,3
58964160600,7,7,2
84122491000,3,5,4
36583520900,8,5,4
05512452200,7,6,5
12801082200,7,6,6
66176898500,7,8,7
33997125000,6,6,4
22753308700,4,6,0
76236398100,5,5,6
88856210500,7,8,5
56735884500,7,7,5
42195608400,6,7,6
43620074400,5,2,7
05733651200,7,6,2
73057624900,5,5,6
39866095300,9,8,8
18739924600,7,9,3
28617910300,8,8,7
69635640700,3,6,8
50697001600,6,7,8
48669697100,7,5,7
04674865500,4,7,6
55813802900,4,5,6
36902755000,4,6,4
16324578200,7,5,9
68878116400,6,6,6
36029161700,6,1,6
55406321300,3,6,5
60069204700,6,7,6
59682860400,5,4,6
54202716500,9,6,6
64632302600,7,6,1
72991951600,7,6,7
14108002100,6,6,6
06503306400,6,6,1
71658965700,6,5,3
38437879300,6,6,8
41625902400,6,6,7
65055746400,5,6,9
20208388800,5,6,7
45618305600,9,9,9
71921872000,6,7,8
31285977400,3,4,6
45546101400,5,5,9
09524246500,7,6,3
64509868000,5,5,7
64641909900,5,6,5
32656315000,1,5,6
19647824100,3,7,3
21183267400,7,5,5
59898921700,7,8,5
87162565000,7,9,5
12908949700,8,5,3
11064249300,4,6,6
77891713800,7,5,2
25745573100,4,5,4
34879997200,3,7,3
32471792700,6,4,6
32810105700,6,2,5
35471203300,9,6,6
78856570100,4,6,3
69130338500,4,6,5
82569523300,8,3,7
24903963700,7,4,1
30741502600,5,9,8
05034885600,2,4,5
50412133800,7,8,5
04898484400,6,7,8
40335898300,8,4,2
02046780200,5,7,9
63746776500,0,8,5
55181232700,7,3,6
81788008800,8,9,7
37845411500,4,6,4
49986512800,6,6,4
77218445300,5,7,2
70647761900,6,6,4
66290419500,7,7,5
31997441100,7,6,5
75444379800,9,6,6
61162982400,5,5,7
61087988500,1,4,5
68851112300,4,8,7
45318086300,6,5,3
37016548900,2,4,5
70245693100,5,4,5
11124019200,5,5,7
58418651600,6,9,7
78165400000,4,8,4
60398523700,7,5,4
36034162100,3,3,5
44910922900,5,5,6
32360215600,6,5,7
59481703100,7,6,2
03197548500,5,9,3
79092660600,7,2,6
11686219100,5,6,5
03031871000,2,5,9
84238404600,9,9,4
05949145500,2,1,4
26838958600,9,5,4
88609395000,7,5,4
21606524600,5,3,5
68194243500,6,7,3
57001107800,6,5,7
58580731200,7,6,3
67227857200,8,9,6
39467044600,6,5,5
41774150000,3,5,3
33994930500,8,6,8
73085481800,9,8,4
39065574000,8,7,5
44832073100,7,2,7
42512846700,6,4,6
60432956700,3,9,6
02450174300,9,1,9
65548833100,7,6,5
25314140000,7,5,3
35537072100,7,6,8
07567488700,3,5,3
33857739900,6,4,6
07287387400,4,6,6
12807051000,6,7,7
20395646800,7,2,8
37197115200,5,5,5
28533204300,9,7,3
29011638900,6,7,7
58321579600,5,7,4
21365512900,7,8,6
32395924500,3,4,3
39441821600,6,0,3
00833808000,6,9,5
33118081200,5,9,7
78248989100,6,5,4
89575932400,7,7,5
37738952600,7,9,5
38731458800,2,3,5
37070703500,7,5,5
31915317400,6,9,8
23567529300,3,7,4
74695659200,7,8,3
13208810500,4,6,6
76118861000,7,7,7
67737474200,6,6,9
12555348900,9,9,8
31620044900,7,5,6
17589596200,5,4,7
00656661200,1,4,5
31149771600,7,6,5
39894560600,6,5,8
79223183600,4,4,5
18573544900,6,6,2
85176884300,6,5,4
50099156700,6,5,6
38150496900,7,9,7
38235527900,3,9,5
21105266500,4,4,4
11879464800,4,6,8
80140600700,8,2,4
64907472400,5,7,1
62108191400,5,6,7
84926420300,8,5,5
41076716300,6,4,1
57683047300,6,8,5
87518918000,8,7,4
30580458900,7,6,4
66336958000,8,7,6
46122615300,7,4,4
58226850400,5,9,7
80165685800,6,6,8
65744640800,6,9,4
82569320000,2,6,4
32009995300,4,6,6
71419061100,6,6,3
51269136200,3,8,7
73380758400,6,4,7
87495160100,6,6,3
22087774300,5,5,6
37034379100,5,5,6
24849057400,6,3,4
78857668700,6,1,6
81568714400,6,5,9
05058994800,6,9,8
74077636500,3,5,0
52348253300,6,7,6
79987887200,3,4,6
81674196300,9,8,4
53421863400,6,1,1
89812822600,5,5,6
32702681600,5,8,5
64826329200,5,5,5
71415874600,7,6,6
75359065400,6,6,7
10914326300,7,6,5
82515988900,7,3,9
08124228700,7,2,5
16031026800,5,6,5
10911448500,5,6,9
39362347200,7,7,6
22133380000,1,7,7
40391734200,5,8,4
61152585700,6,8,6
23771574400,6,8,4
78499916300,7,9,3
16834086800,2,5,5
48303541200,2,3,7
09018752600,4,9,6
30318982500,7,8,6
52487709500,7,9,9
35079429300,4,8,6
78562993000,5,9,9
15751292800,4,6,6
67264046500,7,9,3
29914893200,4,5,8
16436616200,8,9,3
07773604200,6,7,4
24412063500,6,6,6
87939474700,7,5,6
37998306100,5,7,3
28110431300,8,7,4
85563514200,7,6,3
73463093400,5,4,6
45271967200,8,8,6
19603300600,6,5,7
63023141100,2,6,6
18551372200,7,7,5
08378813000,7,4,5
76327590700,6,6,7
74402763800,6,0,3
52171447300,7,7,9
14275822300,4,4,2
61922201800,7,9,6
41837071300,5,5,5
63491333000,7,1,4
43584705800,7,8,6
44350256400,8,6,6
85735788700,4,6,7
07803276700,6,2,7
08956665700,6,7,6
24508638000,0,5,6
74512569100,8,5,4
57249446100,7,7,4
52615781200,6,6,3
34998540200,6,5,8
50248186600,9,5,5
14532495500,4,0,6
79445133600,4,7,7
11175350100,9,6,5
01429350700,6,5,6
47018893300,7,8,8
68153538300,5,8,5
19881265400,7,4,5
75035483700,0,9,3
55185963600,5,8,5
61243054900,7,4,7
20742449900,8,5,6
59471537200,6,5,3
25451117100,5,8,8
44530588600,6,6,3
36337986900,5,5,8
69827175900,9,5,5
28661637100,8,6,6
06071564300,7,6,4
16475362000,0,7,5
53742502300,5,4,7
28612490400,8,9,3
46988257700,9,5,6
43420055600,8,5,7
77428069900,7,5,4
61760003200,6,5,5
89368146000,4,9,5
15832446900,7,7,3
11520311200,6,7,4
03624164600,4,8,4
57639560500,3,5,4
01371335700,6,6,6
47253219600,5,4,2
47838141800,8,5,5
17069371700,7,5,2
79539318400,6,1,6
34483200500,6,7,5
79561698400,4,8,4
59918888700,7,8,3
88778334500,7,8,6
56336532300,8,6,4
56612244900,5,9,6
59364284100,9,1,6
20340446100,6,8,2
32575498000,7,5,5
27217977700,7,4,6
75919534200,1,5,1
06451821600,7,6,3
29226855300,7,5,5
88282748600,7,4,4
35149530800,2,7,5
53834876400,5,5,3
58714798300,5,3,6
45941543300,7,5,2
38105562700,8,5,5
02061210100,3,7,6
28625140600,6,8,4
13668477600,5,7,2
45393004900,8,3,4
67421940900,6,4,3
20139182600,3,9,7
77620778400,5,6,4
74898447500,5,7,6
04036909100,6,6,6
43239511400,9,9,5
31702715800,8,6,4
28281227400,4,6,6
24589098100,8,8,6
44687480900,5,5,5
15605723200,7,5,6
78268857400,6,7,1
04449489000,7,7,4
78574833900,6,2,6
67362650900,5,6,6
14167127700,7,3,4
13437837500,8,5,2
74592508500,6,7,8
56302998800,8,5,4
68057722000,8,4,4
24833118800,1,4,7
06840055100,6,1,7
22468505300,6,5,7
03043471100,7,7,7
64665528500,6,6,6
72119845100,6,7,5
08435716400,3,8,6
16693808900,9,5,2
38914295600,7,8,7
18125844200,5,4,5
19975338700,7,3,4
87595340400,7,5,6
17241138000,7,7,7
80457543500,4,9,7
44778984000,4,8,2
65343748300,5,7,3
13685132900,9,7,6
83464334000,5,4,5
06674207500,6,6,7
09339118700,4,4,9
59793870600,6,6,4
67921642100,3,5,3
74775733500,8,6,4
82054080400,7,5,5
42116301200,5,1,8
78559964100,6,8,8
45287985800,8,9,5
77388772800,3,6,9
02014726800,7,7,5
69382948600,7,6,2
44534985800,2,7,7
19217169500,5,6,5
75143806800,4,2,5
26819603400,5,5,5
74916434500,6,7,6
38290601700,9,3,6
72438050100,4,8,4
25721662000,7,9,5
11525402300,3,7,6
00980814900,5,7,5
28724490100,8,8,5
70543198400,6,5,7
08073669400,6,8,6
18912336600,4,5,8
56223637800,7,5,8
24387613600,3,9,8
35380333600,5,6,4
82386907800,3,4,7
23159735600,5,7,7
69555992700,9,5,4
14471848900,8,6,6
80401233900,7,6,6
18165315400,8,2,7
61924850200,7,5,6
62332473400,5,5,7
28320717000,8,1,8
45980425800,6,6,4
69949260200,6,8,5
05746714700,6,5,5
64226762700,9,5,6
33335539200,4,6,5
12512868800,6,8,4
69145802100,5,6,7
71911581300,9,8,5
75943115200,8,5,5
13190135000,7,6,5
48088229200,6,6,6
68598143500,5,8,5
03528736100,6,9,6
34325359600,6,6,9
53785003800,5,3,4
80071882100,7,6,7
37946985800,6,5,8
58904735500,7,5,3
69021852800,7,5,6
84494299200,4,5,8
82117541100,7,8,3
14972492500,5,8,8
15905856600,6,8,5
16808457600,5,6,5
68415411500,7,5,6
50808679400,7,8,8
16604595600,6,6,8
12845655500,2,6,9
63124164000,7,6,6
27064574400,4,8,5
41477255500,5,8,7
23999197600,8,6,2
10337175700,5,3,6
53537942000,7,7,4
49644112500,5,7,4
11904511500,6,4,5
61451980400,6,0,5
13227750400,6,1,4
67070258600,7,5,5
76736809600,6,6,5
58287892600,3,5,2
55590534100,7,5,2
83363842200,7,9,5
75371719100,6,5,5
12595179700,0,6,3
85086022200,4,6,4
31120783900,7,6,3
19592886900,6,7,5
19427086900,7,6,8
70702222700,5,6,8
56556476300,7,4,4
06240878500,4,6,6
30244573300,2,6,8
23923423400,3,7,4
88442502100,6,6,7
13966511400,7,5,6
53463958600,7,6,4
36377873900,8,8,4
73312528200,8,5,5
68923304700,6,9,4
54858981200,7,8,9
15459593900,3,7,1
17445529400,8,5,1
21746957000,5,7,4
80144044100,6,5,4
40601545600,1,8,6
61168325900,9,5,5
61310803700,8,6,6
22738133100,5,0,5
59707998700,2,5,8
74841290700,5,8,2
89756442400,7,6,6
43325192600,3,9,4
50909079800,7,5,6
14185362900,6,7,8
14230221100,6,9,5
86765142900,6,6,7
03122233200,5,7,7
43612406200,5,8,5
75120144600,9,5,1
65146183200,6,0,7
30829310900,6,3,3
37233808600,5,7,6
61275600600,7,7,6
63596708200,6,8,6
34310179300,3,3,7
29807880800,5,6,3
15201968800,4,1,6
46675663100,7,5,3
47541384800,7,9,5
63327794200,9,7,2
07285181700,5,7,6
74559022500,8,7,6
80655471500,6,5,6
80924655900,5,3,4
52609090800,7,5,7
24901434800,4,0,3
03984866800,9,6,5
36350896500,5,8,8
62205459400,3,5,7
09311452100,3,9,8
77159844400,0,4,6
37745294000,7,3,5
48967521700,3,9,3
32362935300,5,6,7
27558690600,9,5,2
13339201400,6,6,8
30007286900,7,6,3
15684672100,6,3,6
18338784800,4,6,4
86477045500,3,3,4
49287036700,7,3,4
45422938400,1,7,3
05864127800,2,5,4
09694824500,2,5,5
49245806700,6,6,7
76089667700,7,6,5
36276700300,8,7,6
75260795800,5,2,5
37031041600,7,6,8
70028692100,6,7,6
02127994800,6,8,7
29098431000,5,2,6
88765779300,6,5,2
04268616700,5,6,6
38789702000,4,7,7
39984752300,9,5,6
11298206400,7,8,6
05594016100,5,6,5
74630818300,3,5,9
20964537200,1,5,2
87047385300,4,9,6
47517045400,8,1,5
64521274500,9,9,5
08887253500,2,6,9
65613127500,7,9,5
79459409000,3,7,6
57744213800,6,5,6
51867942000,7,6,8
00255077400,9,6,2
17745863800,4,6,5
39284237500,5,8,3
74416027800,4,7,8
07256199100,7,1,6
19145568900,6,9,8
61933273600,7,8,3
23713793800,4,0,4
64481191800,5,7,4
72382657300,7,5,5
21320654400,7,7,6
80776339300,3,5,7
81693414000,2,5,4
54106721000,4,5,5
21635702300,7,2,7
46386169400,5,6,4
09325201900,3,6,4
64560018800,5,4,7
16728650900,9,1,7
79069041000,8,7,6
20443020600,7,7,1
30378444900,7,6,5
44280898600,5,8,5
35942371800,7,0,6
35215616300,7,4,5
53263841300,1,6,6
56672906100,2,6,3
55041907300,7,2,7
22983287300,6,6,7
43630629200,6,6,6
00857903000,9,7,4
38769506500,9,6,5
54748362600,7,7,7
37391186900,6,7,8
53936385600,5,7,3
45025498300,4,6,5
19011407100,5,3,6
29161376300,5,9,5
13654097800,6,8,5
84273758300,4,6,4
17352492900,2,5,8
58604668600,7,7,8
36558423000,7,9,7
35627214800,2,5,6
79169727700,6,6,6
80491421300,6,5,6
89199043500,5,7,4
32164147400,5,5,3
65897417500,7,6,4
35676124000,7,8,7
05318396900,5,6,7
31468427700,5,8,5
75886652100,7,6,8
59253035400,3,4,5
40638901300,8,6,7
59684272200,5,6,3
39544264400,7,7,2
86043509500,6,5,8
87192279000,7,6,5
19086920100,5,4,6
11064574100,3,7,8
27821414200,7,5,6
02983304800,8,6,5
88153349400,7,7,4
85226511200,3,5,1
69641000300,7,8,5
04828943500,7,3,6
22044911300,6,9,4
64931858400,7,7,7
51028744500,5,5,2
89983464900,5,1,6
83578231200,2,5,3
55282724100,5,4,5
38378263300,5,7,8
64465818200,6,4,4
78318328700,6,8,6
06818668000,3,5,2
37802425600,7,6,7
53755647600,6,8,5
35909371500,3,9,5
64522324200,2,7,4
58075540500,4,1,5
41749691100,3,8,9
67678620200,7,5,6
80493212400,3,4,7
03319452600,4,4,6
58875650600,4,6,8
71774446500,6,6,4
60959972500,0,3,4
22712467100,7,5,7
15785026900,4,3,7
71182636700,6,7,7
19401029000,5,5,6
37384414000,7,6,4
24476304500,7,6,3
55114007400,6,1,4
44599771900,8,3,0
39250733100,5,9,6
89222542500,4,9,4
76193498300,7,5,4
24271203200,8,7,4
56345833500,7,9,6
33138876900,3,7,2
42449062900,6,6,5
65091730000,5,9,8
26876468500,5,6,7
48026078800,1,6,6
12870201000,2,7,4
03701561100,4,7,4
47547315200,6,9,5
10265932400,7,5,7
46045050500,5,9,7
30524397200,7,7,4
78335491000,3,7,8
19640489500,7,8,8
87422529100,8,6,5
37251781800,7,4,5
31823787600,7,6,3
14461742200,1,6,3
43801461700,7,5,5
55637239800,6,8,3
47343156500,5,3,6
18338920100,8,6,4
64908750700,7,6,8
36757462600,4,8,4
36992204100,8,9,4
29622572200,6,7,7
50245247400,8,5,5
76834286400,9,7,4
19115960300,8,9,4
71528725300,6,6,5
86241985300,7,7,3
72284450000,6,6,6
33717322200,3,6,6
24315061600,6,7,6
22501145900,4,7,5
39038101400,5,6,4
59327989100,5,2,4
73422840500,7,7,5
39197494800,6,5,8
74737551200,6,6,9
79836488000,5,4,7
10986603500,6,5,5
11484206400,6,9,6
79586812900,6,5,7
47541475000,5,5,4
59474735400,2,5,4
23748093300,5,7,8
27767813000,9,0,7
67480848900,7,7,6
60981253300,8,5,4
53312813200,5,4,1
03707156900,3,7,2
06178349800,8,6,9
03768075500,9,5,6
76877849200,5,7,7
25935251400,6,7,2
89952524100,5,6,7
23766712500,5,5,5
13874230600,8,3,3
55686956000,7,6,8
43043442700,5,6,4
20588927200,6,4,9
36395303500,7,5,8
43886606600,8,5,7
84365795600,7,7,7
63853330900,7,6,2
81043089300,5,6,5
67996323100,6,6,4
31036667600,2,4,6
75565784300,4,6,3
34308116200,7,1,8
68545171100,8,7,5
10160769500,6,8,3
46598828400,7,4,2
50383286700,4,7,8
38143695400,7,9,3
48717320300,8,6,2
68950073100,5,2,4
27870232500,1,5,4
34059082900,8,6,4
60045391400,5,5,7
50113971900,4,2,7
20190448800,6,5,9
84653510500,7,5,4
16889620700,7,4,6
58355723200,6,4,6
05691763700,4,7,4
48184148500,4,5,6
08554213300,6,6,2
61932734400,6,8,8
11960712600,6,5,6
36230207700,6,6,7
25417622500,7,0,7
78532115700,2,6,3
76906529700,8,6,3
65764536400,5,5,6
70909489300,2,8,8
35322153400,8,6,6
00638239900,6,8,6
52453575700,5,6,7
58759966800,7,9,9
81229354700,7,9,5
83211246900,4,5,6
30235608200,4,8,3
17982253900,6,5,5
05214212400,6,9,7
73862288800,7,4,0
42296849500,7,8,8
27158350100,4,6,7
25054535800,4,9,8
84317632000,9,4,6
37318334600,5,6,5
85257266300,5,5,6
56708854400,6,6,5
74472200400,4,9,2
35604848600,7,2,5
08034892800,7,4,5
39072044000,6,6,3
84685839800,6,8,5
13351327700,8,4,1
49818710800,5,9,7
36790053000,4,8,8
06184533900,5,6,6
51021668700,8,6,6
13419876700,7,6,6
73760114500,5,9,7
18503358400,1,7,7
75122833200,6,5,4
49851650700,7,6,3
73617647700,6,2,3
14959498700,4,8,5
17896781300,5,6,4
35523910800,7,7,6
37698416100,6,5,0
65529085400,6,3,5
34654473600,9,6,4
83156337800,4,1,6
56830335500,9,2,5
17913058100,5,8,5
81374511600,7,7,5
03731391700,1,7,6
71898736600,3,9,5
57360524900,4,6,4
24397614700,3,7,5
69747967000,4,8,4
58310911200,9,6,6
67008658700,4,6,7
78149337500,7,6,1
22819007000,7,7,9
18655319100,4,5,8
47258602100,7,2,5
35837904700,8,2,5
52040082700,7,5,0
71626790900,5,5,7
05802387600,7,6,5
28780863800,3,4,6
82632500600,2,7,5
34739175700,5,9,8
49807143800,5,7,7
80558952700,7,7,5
77441157200,6,3,5
35565021700,9,3,5
25282665000,9,5,8
78074792900,8,3,3
52263959500,7,3,7
89462937400,7,6,5
39266851600,5,7,7
53707882800,6,5,8
82982547200,5,6,5
07874238000,5,5,4
14619129200,6,6,4
03841302100,6,6,6
23785666200,4,8,7
06017928400,6,3,2
13037936200,5,9,8
21840391800,6,6,1
38547362800,8,4,5
32782470600,9,5,5
83273619000,3,2,2
46487109200,6,6,3
38457973000,6,3,5
11857620000,7,6,8
35579755200,4,8,4
09756612200,7,7,7
71558692400,2,7,7
18528254600,6,6,5
56769388300,4,5,5
36901893100,9,7,8
08585099000,6,7,6
44664760400,8,7,6
58417675200,5,4,6
22003912300,3,5,6
48434575200,6,7,3
73811495300,3,9,4
51272133000,6,5,7
18743295100,6,6,5
34998082100,8,6,8
60348626900,7,6,9
81468725600,2,4,8
18978187300,3,4,7
51504556400,6,7,8
21199209200,8,7,6
27617316800,4,5,4
10453067000,4,7,6
23999951300,6,6,6
23449728700,7,7,6
09824272300,5,5,4
21247699100,6,9,3
55040400000,8,6,2
58635500700,3,7,2
44257621200,6,9,7
84112980300,6,8,6
68112930400,8,6,8
56040185400,4,7,4
82715643900,4,3,6
09393622800,4,5,6
49459381900,8,5,7
01388703200,4,6,8
45214295800,9,4,5
83430659800,4,7,6
64743351700,2,3,2
63381235000,8,5,8
88553929800,9,4,7
21398568300,6,6,3
09885754000,6,5,4
85346522000,1,7,3
19365201600,4,5,3
11960670400,7,4,2
60933411800,7,7,7
33570446000,5,7,4
17266280900,8,5,7
31019594600,5,9,6
36634947600,4,3,9
58501149500,5,7,9
43365098700,5,5,4
85186491400,5,8,4
12176428400,2,6,5
63369479000,7,6,6
52550554100,5,4,6
23683686100,3,5,3
01349769200,6,7,5
52289443600,5,2,4
58731683600,6,5,7
39434971300,5,8,7
81829001400,5,5,2
69381784500,5,7,6
23785337000,5,8,6
53425137900,5,8,4
41850913800,5,6,4
40888395700,8,6,5
84062434200,4,9,8
53910282300,4,6,5
37449734400,7,6,5
64182413100,3,5,6
85935555300,8,6,6
54699889500,5,7,4
36565270900,8,7,4
39682175000,2,6,9
19301811300,6,5,5
83710169700,6,7,7
50675966100,2,5,7
44063078300,7,7,5
30938773200,2,8,5
88984732800,2,9,4
59081451700,6,9,4
35571919900,3,6,4
85416599900,5,7,5
54912747000,7,5,5
58054808300,3,5,5
34171145000,9,9,7
29778930000,7,6,7
31732552300,8,6,6
82759839700,6,4,3
09981646600,5,8,5
15563666200,7,6,4
69208177200,6,6,5
20606484500,4,3,5
62969866200,6,6,6
71401720300,5,6,4
65835686400,0,7,6
30147567200,6,5,5
49365451200,7,4,7
01754674800,5,8,4
73762582800,4,7,5
78989306100,6,7,3
49071228900,7,8,7
51548405900,7,6,5
42910905800,4,6,6
56109818800,4,7,6
29976568300,7,4,4
50467659100,4,7,2
12049891000,3,6,6
34806875500,7,7,3
72603925800,7,1,4
62256131200,5,9,5
08636425500,7,8,7
85215809800,8,6,4
11331068600,7,6,6
19646563200,4,6,8
14468782200,5,7,6
33149235700,8,4,6
74285259300,7,6,4
52606793800,8,7,7
12322651700,3,6,1
10308267800,3,5,6
72166809300,6,7,8
76317947200,6,6,7
03746031300,5,8,6
04555016800,6,6,9
16479696800,8,8,2
30353542500,1,6,9
80753139400,4,7,5
74407613800,8,7,3
84978884400,2,1,4
32286582900,3,8,7
69368227100,7,6,6
46672375200,8,7,6
24991226100,4,8,0
40234818400,5,7,6
84390743500,5,8,5
26313200900,6,4,3
43944634400,7,6,5
49574943900,7,9,7
40530872300,4,6,6
34501748400,0,2,6
81124503000,3,6,5
58106158800,5,2,8
12731856000,5,5,5
51617140300,5,9,6
15673367200,4,6,7
70458516100,6,4,6
50045932900,3,6,5
45459683500,7,5,6
10199512600,5,9,5
68073351800,7,5,6
84877768800,8,2,5
86828951500,1,5,6
59317289900,7,7,3
53672337300,7,7,2
59052420100,1,4,4
77645762600,7,6,7
83332459200,8,7,5
21989706500,5,8,4
34180187400,7,1,4
77192083000,5,7,8
62794616600,3,0,7
62274046600,7,5,4
67719075500,7,8,3
87137159800,8,4,4
53559090900,5,4,5
54104511300,9,5,5
05277755900,1,6,9
41163815300,8,7,5
62950357800,3,9,4
58030800500,7,9,8
17528959800,2,4,3
74418971200,6,7,9
78654090000,8,8,7
13433894200,7,6,3
75066680000,6,9,7
10182984600,5,7,4
56060024600,4,6,8
68427911800,8,8,6
25186989300,6,6,6
22369133400,8,8,7
01651925600,9,6,4
00722301200,7,7,5
79958257800,8,7,7
18066745900,6,6,8
70974360800,5,9,6
56554508600,6,5,2
75658650100,6,5,3
22490695800,7,6,5
54456154800,7,5,3
59050898500,7,8,4
61552753100,7,6,6
62055070800,7,8,6
66351504100,8,8,5
57823869000,5,2,8
00842896300,4,7,5
18186980900,7,9,4
11245347100,8,8,3
77738985900,3,6,2
06020277300,7,6,6
76080929300,5,5,6
80524534300,8,7,7
26822662400,3,5,3
87178162700,8,7,4
28011096200,2,6,2
12522445800,6,6,5
62646381800,5,6,1
31473110600,5,5,5
21533224800,4,5,7
60216575500,2,6,2
06347302100,6,7,2
26681568400,6,5,5
32978359400,9,6,5
47170200000,6,7,7
39357274600,5,7,6
55091463400,4,1,5
28643731900,6,6,9
25199296400,5,4,5
27754761100,6,2,8
61196216200,6,5,6
73010852500,5,7,7
62217890300,7,2,6
63457889000,6,6,1
47659945500,6,8,6
41051339000,6,8,6
60794743700,7,6,5
63611189100,7,9,8
19074354700,4,2,4
71160729300,4,2,5
06325803800,6,7,7
84611581200,9,3,6
80427489900,7,3,6
49271536300,3,7,7
69420081800,5,7,5
48821407700,4,7,6
14089926700,3,6,3
49202032400,5,4,6
56683238400,3,7,3
31690708300,4,4,1
46430572300,6,8,6
66356346400,5,7,6
39866584500,3,9,4
40607179000,7,4,8
04867182100,4,8,7
64948148300,1,1,4
67952681800,7,8,4
83118342400,6,8,6
03903169300,6,5,2
82189620300,5,5,4
86985322700,4,9,7
77519491700,7,8,3
63701163300,8,6,7
65855924100,7,6,8
54279429100,5,6,4
35233385100,7,5,3
42287906900,8,6,2
45520073500,5,9,7
78738577100,6,6,7
59764176500,8,3,5
82672436100,5,6,7
81435257800,5,6,4
82540117500,6,5,1
11126754200,9,3,5
69147789700,7,5,4
64214427300,3,5,5
25792912000,3,4,5
25134617700,1,5,7
46684568300,6,7,6
58616951400,6,5,9
09337469600,4,5,7
81511905900,5,6,4
08026708000,7,8,5
77854350800,5,6,2
67465242100,1,2,7
25228591900,2,9,5
80157312600,5,5,8
33062594800,7,8,6
06052400600,6,7,6
80606190900,5,7,5
10679652400,6,9,7
07483185400,7,6,8
65493744400,6,5,9
33563623000,8,7,1
51973695400,3,7,4
79963888700,7,7,5
52867794900,7,5,5
35304242800,6,5,4
63185572600,7,5,6
81527856300,7,6,2
27656714700,1,6,6
28241363100,6,9,7
56471104900,9,7,5
83963565400,5,6,6
42054145200,0,5,7
60877157300,6,5,5
69237361900,6,5,4
38704420900,1,3,1
63742843100,2,6,5
06018901900,6,7,7
33078369700,3,5,3
56278685200,7,6,6
07992942100,6,8,5
71785856600,8,7,4
77022578700,5,5,5
67457229800,4,8,2
25098243500,5,7,6
23553741700,7,9,5
29737454300,6,3,7
18943025000,6,3,6
50191300800,8,9,8
87885956300,8,6,5
15771351700,6,2,8
05130867500,6,4,6
56052543200,8,6,5
61809863900,6,2,2
06975968200,6,9,6
06031683900,5,1,7
17208760000,9,5,3
86101612200,5,0,7
50804997700,2,5,3
44973037400,6,6,4
58043033800,3,5,7
67488223300,6,4,7
73996867500,7,7,3
30182433500,1,7,5
45705682000,7,5,7
29628092400,5,6,1
66243647800,6,8,8
23760824700,8,9,2
64933640400,6,7,7
58938293200,6,4,5
39479281600,6,8,5
38592833700,7,9,5
77757181700,3,5,7
65673064500,7,6,5
18058817200,4,6,3
60807238100,8,6,6
09106198900,3,6,7
69318977200,8,7,3
30983856300,4,5,9
71067806900,8,8,4
35416582100,3,6,3
66468136600,7,6,8
08311153800,6,7,9
26379818300,5,5,4
78501729500,7,6,7
89510358900,2,5,5
72938249000,4,6,5
13432879400,4,5,2
15643789800,8,5,6
08070191300,1,5,2
89748126500,5,7,7
02695889600,8,8,5
75649158100,2,6,7
64891463700,9,5,7
72542286600,8,5,6
15161813700,8,5,5
80102071000,6,7,5
18858512500,7,6,4
74659120400,5,5,5
37544431700,7,6,7
70833955300,6,7,6
75691331300,6,9,5
20423867100,5,7,3
14625887600,8,3,6
80994950200,5,6,8
37746086800,3,9,3
